name,r,g,b,canvas_x,canvas_y,font_size,link
freakbeat,162,116,32,591,6276,101,engenremap-freakbeat.html
chicago soul,126,130,7,744,7304,102,engenremap-chicagosoul.html
philly indie,177,119,51,356,5309,102,engenremap-phillyindie.html
lebanese pop,157,129,12,703,5493,101,engenremap-lebanesepop.html
houston rap,160,132,3,1082,3181,102,engenremap-houstonrap.html
trap music,167,136,3,1052,2838,128,engenremap-trapmusic.html
cali rap,168,132,2,1067,3834,107,engenremap-calirap.html
deep east coast hip hop,171,115,20,1144,3122,100,engenremap-deepeastcoasthiphop.html
german contemporary classical,31,143,101,360,10132,100,engenremap-germancontemporaryclassical.html
nasheed,105,147,13,771,7957,102,engenremap-nasheed.html
newcastle indie,167,124,42,388,5407,100,engenremap-newcastleindie.html
funk ostentacao,177,130,3,1149,3785,108,engenremap-funkostentacao.html
australian blues,141,135,32,773,6510,100,engenremap-australianblues.html
soul blues,113,132,18,855,8106,103,engenremap-soulblues.html
british blues,162,119,35,576,6263,103,engenremap-britishblues.html
southern rock,162,119,33,604,6238,109,engenremap-southernrock.html
german alternative rock,198,112,21,431,2265,102,engenremap-germanalternativerock.html
classic nz pop,145,132,14,639,5481,100,engenremap-classicnzpop.html
c86,167,123,56,437,4849,101,engenremap-c86.html
afrikaans,148,141,8,666,4259,100,engenremap-afrikaans.html
irish indie,121,150,40,506,7156,100,engenremap-irishindie.html
french shoegaze,155,135,127,182,3962,101,engenremap-frenchshoegaze.html
grupera,145,143,5,939,5527,113,engenremap-grupera.html
capoeira,154,129,30,1070,6041,100,engenremap-capoeira.html
classic girl group,142,125,5,706,6598,102,engenremap-classicgirlgroup.html
russian ccm,153,139,10,374,4596,102,engenremap-russianccm.html
rap sardegna,175,125,10,1078,3457,102,engenremap-rapsardegna.html
tone,38,171,217,119,9331,100,engenremap-tone.html
kabarett,125,106,3,1159,8149,101,engenremap-kabarett.html
hawaiian punk,208,88,35,441,6733,100,engenremap-hawaiianpunk.html
triangle indie,164,123,54,433,6934,100,engenremap-triangleindie.html
pernambuco alternative,160,134,35,796,4589,101,engenremap-pernambucoalternative.html
leicester indie,174,123,40,422,3416,101,engenremap-leicesterindie.html
circassian folk,162,139,63,680,4411,100,engenremap-circassianfolk.html
omaha indie,154,127,33,481,6361,101,engenremap-omahaindie.html
motivation,74,116,8,1300,8534,101,engenremap-motivation.html
norsk lovsang,132,142,14,447,6064,100,engenremap-norsklovsang.html
singaporean pop,128,149,9,680,5259,102,engenremap-singaporeanpop.html
boom bap,182,115,23,937,4614,102,engenremap-boombap.html
german blues,147,132,36,829,6123,100,engenremap-germanblues.html
cumbia villera,190,132,4,969,4488,104,engenremap-cumbiavillera.html
rune folk,120,143,101,319,6100,101,engenremap-runefolk.html
rap cristiano,186,133,6,1035,3297,102,engenremap-rapcristiano.html
classic belgian pop,155,135,9,716,4424,101,engenremap-classicbelgianpop.html
j-pop,191,121,25,506,2465,108,engenremap-jpop.html
rock viet,167,126,21,486,4776,100,engenremap-rockviet.html
corridos cristianos,164,139,14,967,4998,100,engenremap-corridoscristianos.html
fijian pop,148,141,17,963,3508,100,engenremap-fijianpop.html
rumba catalana,192,113,12,1037,5198,100,engenremap-rumbacatalana.html
fuji,207,103,14,1117,5570,100,engenremap-fuji.html
trio huasteco,119,153,12,931,7944,100,engenremap-triohuasteco.html
czsk black metal,219,65,110,94,4461,100,engenremap-czskblackmetal.html
punk urbano,220,100,9,400,2664,102,engenremap-punkurbano.html
old school thrash,229,69,61,247,4725,105,engenremap-oldschoolthrash.html
mezmur,137,146,2,752,4937,100,engenremap-mezmur.html
instrumental death metal,209,90,207,204,3102,100,engenremap-instrumentaldeathmetal.html
cumbia uruguaya,167,141,4,985,5396,101,engenremap-cumbiauruguaya.html
dutch black metal,204,66,145,64,5115,100,engenremap-dutchblackmetal.html
handbells,40,167,123,245,9260,100,engenremap-handbells.html
ambient fusion,154,138,141,923,2190,100,engenremap-ambientfusion.html
commons,140,143,112,686,4157,100,engenremap-commons.html
ambient idm,143,141,177,623,3775,100,engenremap-ambientidm.html
gospel blues,80,139,28,1014,9973,100,engenremap-gospelblues.html
medieval rock,190,112,34,426,3106,102,engenremap-medievalrock.html
australian indie folk,120,150,28,676,6062,102,engenremap-australianindiefolk.html
new brunswick indie,142,139,28,568,5850,100,engenremap-newbrunswickindie.html
western swing,92,145,15,893,8277,102,engenremap-westernswing.html
indy indie,141,138,31,499,7118,100,engenremap-indyindie.html
springfield mo indie,144,134,34,542,6324,100,engenremap-springfieldmoindie.html
j-acoustic,99,157,33,719,7256,100,engenremap-jacoustic.html
mpb,125,142,20,807,6971,109,engenremap-mpb.html
polish alternative rock,181,121,30,471,3502,101,engenremap-polishalternativerock.html
christian hip hop,175,132,12,951,3721,103,engenremap-christianhiphop.html
classic schlager,155,133,5,639,5617,103,engenremap-classicschlager.html
chinese electropop,171,139,21,761,2450,101,engenremap-chineseelectropop.html
indie pop rap,173,133,10,957,3432,107,engenremap-indiepoprap.html
alternative pop,172,115,54,380,6114,102,engenremap-alternativepop.html
brazilian punk,218,89,25,396,4688,102,engenremap-brazilianpunk.html
k-pop,185,132,20,787,2579,114,engenremap-kpop.html
philly rap,180,121,5,1033,4526,106,engenremap-phillyrap.html
south african gospel,158,130,5,537,6522,100,engenremap-southafricangospel.html
nashville indie,168,126,37,431,4788,101,engenremap-nashvilleindie.html
chinese post-rock,128,148,149,368,6151,100,engenremap-chinesepostrock.html
rock steady,133,143,40,1214,3937,102,engenremap-rocksteady.html
spanish contemporary classical,38,157,141,334,10262,100,engenremap-spanishcontemporaryclassical.html
uwielbienie,103,150,22,471,7963,100,engenremap-uwielbienie.html
classic russian pop,143,130,12,923,5247,100,engenremap-classicrussianpop.html
deep dance pop,179,131,19,773,1767,100,engenremap-deepdancepop.html
rap catalan,182,130,11,1018,4716,101,engenremap-rapcatalan.html
chicago rap,169,135,10,998,3222,111,engenremap-chicagorap.html
palestinian pop,131,143,37,794,6074,100,engenremap-palestinianpop.html
powwow,131,99,92,823,5764,100,engenremap-powwow.html
bongo flava,178,135,18,1044,3395,101,engenremap-bongoflava.html
dangdut,162,145,15,676,3311,103,engenremap-dangdut.html
trap mexicano,166,139,9,1072,3056,102,engenremap-trapmexicano.html
batida,195,124,78,1226,1311,100,engenremap-batida.html
latin hip hop,185,132,6,1137,2037,113,engenremap-latinhiphop.html
australian jazz,78,152,129,796,8904,100,engenremap-australianjazz.html
arab folk,86,152,78,559,9208,101,engenremap-arabfolk.html
gospel singers,105,129,15,658,8730,100,engenremap-gospelsingers.html
norwegian pop,141,143,12,632,5272,107,engenremap-norwegianpop.html
east anglia indie,170,126,22,406,4949,100,engenremap-eastangliaindie.html
tijuana indie,171,123,73,416,5322,100,engenremap-tijuanaindie.html
polish rock,174,122,21,566,4206,101,engenremap-polishrock.html
blues-rock guitar,163,129,22,827,5604,100,engenremap-bluesrockguitar.html
symphonic rock,148,126,55,435,7143,106,engenremap-symphonicrock.html
post-hardcore,200,93,62,307,5059,103,engenremap-posthardcore.html
indie pop rock,161,133,31,464,3489,100,engenremap-indiepoprock.html
pinoy rock,164,128,16,559,4411,104,engenremap-pinoyrock.html
luxembourgian indie,166,132,55,449,3714,100,engenremap-luxembourgianindie.html
german hip hop,175,130,22,1016,4102,114,engenremap-germanhiphop.html
israeli hip hop,183,128,14,981,2826,100,engenremap-israelihiphop.html
sambass,199,135,107,1104,1076,100,engenremap-sambass.html
rock alternatif francais,189,111,59,346,4437,100,engenremap-rockalternatiffrancais.html
brega,151,139,6,764,5309,102,engenremap-brega.html
persian hip hop,177,132,15,953,4162,100,engenremap-persianhiphop.html
doujin,167,132,89,764,2940,100,engenremap-doujin.html
chant basque,116,132,49,561,8356,100,engenremap-chantbasque.html
deep funk house,186,125,161,1420,242,100,engenremap-deepfunkhouse.html
danish classical,27,163,140,309,10862,100,engenremap-danishclassical.html
rio de la plata,142,134,18,840,6735,101,engenremap-riodelaplata.html
fingerstyle,77,166,167,864,8632,102,engenremap-fingerstyle.html
pianissimo,27,172,225,559,9958,100,engenremap-pianissimo.html
rock-and-roll,129,128,18,766,7616,107,engenremap-rockandroll.html
rhythm game,204,112,109,426,1938,101,engenremap-rhythmgame.html
new age piano,44,172,208,662,9901,102,engenremap-newagepiano.html
women's choir,70,148,55,282,9714,100,engenremap-womenschoir.html
hurdy-gurdy,174,118,50,346,4638,101,engenremap-hurdygurdy.html
jazz mexicano,114,145,102,794,7243,100,engenremap-jazzmexicano.html
israeli rock,135,143,16,578,6139,101,engenremap-israelirock.html
hammered dulcimer,95,166,160,716,7882,100,engenremap-hammereddulcimer.html
desi hip hop,190,128,26,1029,2198,102,engenremap-desihiphop.html
togolese pop,177,133,14,979,4438,100,engenremap-togolesepop.html
frankfurt indie,194,112,37,394,3144,100,engenremap-frankfurtindie.html
audiophile vocal,70,161,8,782,8620,100,engenremap-audiophilevocal.html
turkish jazz,118,143,45,599,7963,103,engenremap-turkishjazz.html
j-metal,215,94,37,303,2636,102,engenremap-jmetal.html
hard stoner rock,194,111,61,303,5108,100,engenremap-hardstonerrock.html
croatian indie,164,133,36,524,4689,100,engenremap-croatianindie.html
stomp and holler,133,140,34,517,7602,112,engenremap-stompandholler.html
memphis indie,179,114,55,356,5471,100,engenremap-memphisindie.html
jazz funk,110,140,90,901,7779,105,engenremap-jazzfunk.html
balkan trap,162,148,6,1008,2211,100,engenremap-balkantrap.html
pinoy r&b,142,149,12,937,3900,102,engenremap-pinoyrb.html
reggaeton,195,136,4,1133,1667,117,engenremap-reggaeton.html
polish free jazz,83,144,150,556,9158,100,engenremap-polishfreejazz.html
samba,124,141,25,855,7405,105,engenremap-samba.html
manso indie,151,139,45,526,4826,100,engenremap-mansoindie.html
rockabilly,133,128,17,764,7473,106,engenremap-rockabilly.html
cork indie,133,140,31,475,6632,100,engenremap-corkindie.html
deep brazilian pop,99,156,35,849,7641,100,engenremap-deepbrazilianpop.html
traditional country,102,143,15,853,7807,107,engenremap-traditionalcountry.html
singer-songwriter,104,145,16,706,7602,110,engenremap-singersongwriter.html
devon indie,147,137,12,559,5569,100,engenremap-devonindie.html
kazakh pop,166,141,16,909,2814,101,engenremap-kazakhpop.html
manitoba indie,136,141,25,537,6348,100,engenremap-manitobaindie.html
spanish invasion,155,131,21,706,6759,100,engenremap-spanishinvasion.html
galician rock,203,102,23,477,3514,100,engenremap-galicianrock.html
sunshine pop,125,132,8,666,7156,103,engenremap-sunshinepop.html
adventista,110,155,19,462,7479,101,engenremap-adventista.html
vintage country folk,76,148,28,1000,10099,100,engenremap-vintagecountryfolk.html
progressive rock,148,128,59,402,6822,106,engenremap-progressiverock.html
deep talent show,158,138,7,568,4144,102,engenremap-deeptalentshow.html
albanian hip hop,182,132,13,1042,2696,103,engenremap-albanianhiphop.html
cincinnati indie,176,120,52,366,5022,100,engenremap-cincinnatiindie.html
iskelma,151,136,5,666,5024,103,engenremap-iskelma.html
finnish psychedelic rock,171,121,119,224,6014,100,engenremap-finnishpsychedelicrock.html
vapor trap,147,151,6,1067,2378,111,engenremap-vaportrap.html
turkish singer-songwriter,137,145,10,700,5285,102,engenremap-turkishsingersongwriter.html
schlager,194,123,3,729,2350,104,engenremap-schlager.html
swansea indie,166,128,33,350,4626,100,engenremap-swanseaindie.html
italian tech house,210,125,186,1420,71,100,engenremap-italiantechhouse.html
traditional folk,87,148,25,887,8657,106,engenremap-traditionalfolk.html
hands up,223,110,52,866,712,102,engenremap-handsup.html
dutch jazz,97,145,118,722,8136,100,engenremap-dutchjazz.html
nordic house,193,127,43,859,1240,101,engenremap-nordichouse.html
cosmic uplifting trance,230,111,184,547,477,100,engenremap-cosmicupliftingtrance.html
cowboy western,94,145,12,842,8192,103,engenremap-cowboywestern.html
zim hip hop,178,138,20,953,3145,100,engenremap-zimhiphop.html
folk rock,130,132,16,695,6959,115,engenremap-folkrock.html
deep motown,149,127,18,742,7119,100,engenremap-deepmotown.html
maine indie,145,136,41,526,7169,100,engenremap-maineindie.html
musica popular paraense,152,139,14,897,5161,101,engenremap-musicapopularparaense.html
ska espanol,205,116,20,807,2662,101,engenremap-skaespanol.html
classic psychedelic rock,142,128,46,495,8074,100,engenremap-classicpsychedelicrock.html
nyc rap,177,126,6,1035,4802,103,engenremap-nycrap.html
instrumental post-rock,134,143,187,232,5593,101,engenremap-instrumentalpostrock.html
assyrian pop,176,130,3,759,3405,100,engenremap-assyrianpop.html
swedish reggae,169,136,14,1089,3260,101,engenremap-swedishreggae.html
chill guitar,36,179,212,1128,9531,103,engenremap-chillguitar.html
british choir,38,151,62,108,10575,100,engenremap-britishchoir.html
boston punk,231,79,22,261,5256,101,engenremap-bostonpunk.html
voidgaze,198,70,170,40,5205,101,engenremap-voidgaze.html
belgian black metal,208,64,150,52,5317,100,engenremap-belgianblackmetal.html
sevillanas,167,127,1,792,6159,101,engenremap-sevillanas.html
baltic black metal,212,74,122,94,4338,100,engenremap-balticblackmetal.html
buffalo ny metal,229,65,96,222,5469,100,engenremap-buffalonymetal.html
arab metal,215,87,102,175,3417,100,engenremap-arabmetal.html
pagan black metal,208,72,130,82,4602,102,engenremap-paganblackmetal.html
british black metal,213,67,110,94,4562,100,engenremap-britishblackmetal.html
sound art,86,114,170,267,7657,100,engenremap-soundart.html
witch house,166,129,119,561,3168,100,engenremap-witchhouse.html
footwork,172,137,132,1139,1254,100,engenremap-footwork.html
focus,45,171,210,612,9183,109,engenremap-focus.html
south african punk,188,111,47,732,2636,100,engenremap-southafricanpunk.html
experimental house,171,141,181,1070,1187,100,engenremap-experimentalhouse.html
minimal dub,184,140,213,1119,686,101,engenremap-minimaldub.html
guidance,73,107,20,1210,7665,100,engenremap-guidance.html
ambient,74,147,190,301,7686,103,engenremap-ambient.html
lo-fi house,172,134,178,1133,1413,101,engenremap-lofihouse.html
komedi,100,121,14,872,10072,100,engenremap-komedi.html
spanish comedy,111,112,5,1104,8562,100,engenremap-spanishcomedy.html
grimewave,182,130,143,991,1738,100,engenremap-grimewave.html
slack-key guitar,83,168,118,782,8372,100,engenremap-slackkeyguitar.html
brazilian modern jazz,105,150,123,836,8081,100,engenremap-brazilianmodernjazz.html
nl folk,133,142,13,666,6037,100,engenremap-nlfolk.html
thai traditional,83,164,102,812,9901,100,engenremap-thaitraditional.html
oaxaca indie,136,145,25,823,5407,100,engenremap-oaxacaindie.html
neo mellow,147,140,10,533,5060,118,engenremap-neomellow.html
barnsagor,71,118,4,1284,8291,101,engenremap-barnsagor.html
brazilian gospel,151,142,21,517,5034,104,engenremap-braziliangospel.html
marathi pop,126,141,40,771,7051,100,engenremap-marathipop.html
kentucky indie,154,135,29,524,5605,101,engenremap-kentuckyindie.html
gothic alternative,209,107,17,313,2208,100,engenremap-gothicalternative.html
afropop,157,135,25,945,5371,104,engenremap-afropop.html
guggenmusik,216,53,150,554,7815,100,engenremap-guggenmusik.html
trap espanol,168,138,9,1012,4703,106,engenremap-trapespanol.html
australian psych,195,110,67,280,5146,103,engenremap-australianpsych.html
gabonese pop,176,134,24,1019,3632,100,engenremap-gabonesepop.html
colombian pop,175,138,3,957,3056,110,engenremap-colombianpop.html
cumbia,158,143,14,1059,5223,108,engenremap-cumbia.html
mahraganat,215,110,20,969,2165,100,engenremap-mahraganat.html
dub,135,145,47,1244,3035,103,engenremap-dub.html
chinese pipa,53,166,175,878,10129,100,engenremap-chinesepipa.html
classical harp,27,175,179,623,10642,100,engenremap-classicalharp.html
texas blues,99,138,38,1021,8890,101,engenremap-texasblues.html
wyoming indie,173,123,23,479,4886,100,engenremap-wyomingindie.html
indian folk,128,136,28,734,7919,101,engenremap-indianfolk.html
jazz organ,118,137,131,878,8044,100,engenremap-jazzorgan.html
derry indie,145,137,26,451,7081,100,engenremap-derryindie.html
rumba,128,142,89,903,7405,103,engenremap-rumba.html
memphis americana,145,134,22,706,6025,100,engenremap-memphisamericana.html
piano rock,153,128,13,573,7044,108,engenremap-pianorock.html
sufi,137,132,23,724,7231,104,engenremap-sufi.html
reunion pop,173,135,18,1055,3760,100,engenremap-reunionpop.html
malagasy folk,143,137,39,996,6243,100,engenremap-malagasyfolk.html
